ticker,ticker_root,name,share_class_shares_outstanding,weighted_shares_outstanding,primary_exchange,cik,composite_figi,sic_code,sic_description,list_date,total_employees,market,description,active,address,branding,currency_name,homepage_url,locale,market_cap,phone_number,round_lot,share_class_figi,type,ticker_suffix
GOOG,GOOG,Alphabet Inc. Class C Capital Stock,6086000000,12943000000,XNAS,0001652044,BBG009S3NB30,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",2004-08-19,186779,stocks,"Alphabet is a holding company. Internet media giant Google is a wholly owned subsidiary. Google generates 99% of Alphabet revenue, of which more than 85% is from online ads. Google's other revenue is from sales of apps and content on Google Play and YouTube, as well as cloud service fees and other licensing revenue. Sales of hardware such as Chromebooks, the Pixel smartphone, and smart home products, which include Nest and Google Home, also contribute to other revenue. Alphabet's moonshot investments are in its other bets segment, where it bets on technology to enhance health (Verily), faster internet access to homes (Google Fiber), self-driving cars (Waymo), and more. Alphabet's operating margin has been 25%-30%, with Google at 30% and other bets operating at a loss.",True,"{'address1': '1600 AMPHITHEATRE PARKWAY', 'city': 'MOUNTAIN VIEW', 'state': 'CA', 'postal_code': '94043'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFiYy54eXo/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFiYy54eXo/images/2022-11-01_icon.png'}",usd,https://www.abc.xyz,us,1263236800000.0,650-253-0000,100,BBG009S3NB21,CS,
MO,MO,"Altria Group, Inc.",1792170000,1792172618,XNYS,0000764180,BBG000BP6LJ8,2111,CIGARETTES,1985-07-02,6000,stocks,"Altria comprises Philip Morris USA, U.S. Smokeless Tobacco, John Middleton, Helix Innovations, and Philip Morris Capital, although the company plans to wind down Philip Morris Capital by the end of 2022. It holds a 10% interest in the world's largest brewer, Anheuser-Busch InBev. Through its tobacco subsidiaries, Altria holds the leading position in cigarettes and smokeless tobacco in the United States and the number-two spot in machine-made cigars. The company's Marlboro brand is the leading cigarette brand in the U.S. with a 43% share in 2020. Altria holds strategic investments in JUUL Labs (35% economic interest) and Cronos (42%).",True,"{'address1': '6601 WEST BROAD STREET', 'city': 'RICHMOND', 'state': 'VA', 'postal_code': '23230'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFsdHJpYS5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFsdHJpYS5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.altria.com,us,80181802929.32,(804) 274-2200,100,BBG001S5T8T5,CS,
AMZN,AMZN,Amazon.Com Inc,10201650000,10201654176,XNAS,0001018724,BBG000BVPV84,5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,1997-05-15,1608000,stocks,"Amazon is a leading online retailer and one of the highest-grossing e-commerce aggregators, with $386 billion in net sales and approximately $578 billion in estimated physical/digital online gross merchandise volume in 2021. Retail-related revenue represents approximately 80% of the total, followed by Amazon Web Services' cloud computing, storage, database, and other offerings (10%-15%), advertising services (5%), and other. International segments constitute 25%-30% of Amazon's non-AWS sales, led by Germany, the United Kingdom, and Japan.",True,"{'address1': '410 TERRY AVENUE NORTH', 'city': 'SEATTLE', 'state': 'WA', 'postal_code': '98109'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtYXpvbi5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtYXpvbi5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.amazon.com,us,952936516580.1599,(206) 266-1000,100,BBG001S5PQL7,CS,
AMCR,AMCR,Amcor plc Ordinary Shares,1489020000,1489019556,XNYS,0001748790,,3990,MISCELLANEOUS MANUFACTURING INDUSTRIES,2019-06-11,44000,stocks,"Amcor is a global manufacturer of flexible and rigid plastic packaging and provides packaging solutions to the food, beverage, pharmaceuticals, medical, household, personal care, and industrials sectors. Operations span 43 countries and over 200 locations. Around half of group sales are derived from North America, one quarter from Europe, and the remainder from emerging markets. Amcor operates two distinct businesses: flexibles and rigids. Flexibles accounts for about 80% of earnings and produces plastic, aluminium, and fibre-based packaging. Rigids accounts for about 20% of earnings and consists primarily of hot-fill and cold-fill polyethylene terephthalate bottling solutions in the North American and Latin American markets.",True,"{'address1': '83 TOWER ROAD NORTH', 'city': 'WARMLEY, BRISTOL', 'state': 'X0', 'postal_code': 'BS30 8XP'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtY29yLmNvbQ/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtY29yLmNvbQ/images/2022-11-01_icon.png'}",usd,https://www.amcor.com,us,17987356236.48,44 117 9753200,100,,CS,
AMD,AMD,Advanced Micro Devices,1612360000,1612356162,XNAS,0000002488,BBG000BBQCY0,3674,SEMICONDUCTORS & RELATED DEVICES,1979-10-15,15500,stocks,"Advanced Micro Devices designs microprocessors for the computer and consumer electronics industries. The majority of its sales are in the personal computer and data center markets via CPUs and GPUs. Additionally, the firm supplies the chips found in prominent game consoles such as the Sony PlayStation and Microsoft Xbox. AMD acquired graphics processor and chipset maker ATI in 2006 in an effort to improve its positioning in the PC food chain. In 2009, the firm spun out its manufacturing operations to form the foundry GlobalFoundries. In 2022, the firm acquired field-programmable gate array leader Xilinx to diversify its business and augment its opportunities in key end markets such as the data center.",True,"{'address1': '2485 AUGUSTINE DRIVE', 'city': 'SANTA CLARA', 'state': 'CA', 'postal_code': '95054'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZC5jb20/images/2022-11-01_icon.jpeg'}",usd,http://www.amd.com,us,121152442012.68001,(408) 749-4000,100,BBG001S5NN36,CS,
AEE,AEE,Ameren Corporation,258519999,258522169,XNYS,0001002910,BBG000B9X8C0,4931,ELECTRIC & OTHER SERVICES COMBINED,1998-01-02,9116,stocks,"Ameren owns rate-regulated generation, transmission, and distribution networks that deliver electricity and natural gas in Missouri and Illinois. It serves 2.4 million electricity customers and more than 900,000 natural gas customers.",True,"{'address1': '1901 CHOUTEAU AVE', 'address2': 'MC 1310', 'city': 'ST LOUIS', 'state': 'MO', 'postal_code': '63166-6149'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJlbmludmVzdG9ycy5jb20/images/2022-11-01_logo.png'},usd,https://www.amereninvestors.com,us,22959353828.89,314-621-3222,100,BBG001S5NF24,CS,
AAL,AAL,American Airlines Group Inc.,649900000,649900887,XNAS,0000006201,BBG005P7Q881,4512,"AIR TRANSPORTATION, SCHEDULED",2013-12-10,129700,stocks,"American Airlines is the world's largest airline by scheduled revenue passenger miles. The firm's major hubs are Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C. After completing a major fleet renewal, the company has the youngest fleet of U.S. legacy carriers.",True,"{'address1': '1 SKYVIEW DRIVE', 'city': 'FORT WORTH', 'state': 'TX', 'postal_code': '76155'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpY2FuYWlybGluZXMuaW4/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpY2FuYWlybGluZXMuaW4/images/2022-11-01_icon.png'}",usd,https://www.americanairlines.in,us,9423562861.5,(682) 278-9000,100,BBG005P7Q907,CS,
AEP,AEP,"American Electric Power Company, Inc.",513860000,513863678,XNAS,0000004904,BBG000BB9KF2,4911,ELECTRIC SERVICES,1949-09-01,16688,stocks,"American Electric Power is one of the largest regulated utilities in the United States, providing electricity generation, transmission, and distribution to more than 5 million customers in 11 states. About 43% of AEP's of capacity is coal, with the remainder from a mix of natural gas (27%), renewable energy and hydro (19%), nuclear (7%), and demand response (4%). Vertically integrated utilities, transmission and distribution, and generation and marketing support earnings.",True,"{'address1': '1 RIVERSIDE PLAZA', 'city': 'COLUMBUS', 'state': 'OH', 'postal_code': '43215'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFlcC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFlcC5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.aep.com,us,49058565338.659996,614-716-1000,100,BBG001S5NFD2,CS,
AXP,AXP,American Express Company,747230000,747232696,XNYS,0000004962,BBG000BCQZS4,6199,FINANCE SERVICES,1977-05-18,64000,stocks,"American Express is a global financial institution, operating in about 130 countries, that provides consumers and businesses charge and credit card payment products. The company also operates a highly profitable merchant payment network. Since 2018, it has operated in three segments: global consumer services, global commercial services, and global merchant and network services. In addition to payment products, the company's commercial business offers expense management tools, consulting services, and business loans.",True,"{'address1': '200 VESEY STREET', 'address2': '50TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10285'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpY2FuZXhwcmVzcy5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpY2FuZXhwcmVzcy5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.americanexpress.com,us,115185920088.40001,(212) 640-2000,100,BBG001S5P034,CS,
AIG,AIG,"American International Group, Inc.",742980000,742980010,XNYS,0000005272,BBG000BBDZG3,6331,"FIRE, MARINE & CASUALTY INSURANCE",1984-10-10,36600,stocks,"American International Group is one of the largest insurance and financial services firms in the world and has a global footprint. It operates through a wide range of subsidiaries that provide property, casualty, and life insurance. Its revenue is split roughly evenly between commercial and consumer lines.",True,"{'address1': '1271 AVE OF THE AMERICAS', 'address2': 'FL 37', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10020-1304'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFpZy5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFpZy5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.aig.com,us,45381219010.799995,(212) 770-7000,100,BBG001S5NJG1,CS,
AMT,AMT,American Tower Corporation,465610000,465605603,XNYS,0001053507,BBG000B9XYV2,6798,REAL ESTATE INVESTMENT TRUSTS,1998-02-27,6378,stocks,"American Tower owns and operates more than 220,000 cell towers throughout the U.S., Asia, Latin America, Europe, and Africa. It also owns and/or operates 25 data centers in eight U.S. markets after acquiring CoreSite. On its towers, the company has a very concentrated customer base, with most revenue in each market being generated by just the top few mobile carriers. The company operates more than 40,000 towers in the U.S., which accounted for more than half of its total revenue in 2021. Outside the U.S., American Tower's greatest presence is in India and Brazil, where it operates roughly 75,000 and 19,000 towers, respectively. American Tower operates as a real estate investment trust.",True,"{'address1': '116 HUNTINGTON AVE', 'city': 'BOSTON', 'state': 'MA', 'postal_code': '02116'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpY2FudG93ZXIuY29t/images/2022-11-01_logo.svg'},usd,https://www.americantower.com,us,102470481108.24,(617) 375-7500,100,BBG001S5NPQ6,CS,
AWK,AWK,"American Water Works Company, Inc",181830000,181827874,XNYS,0001410636,BBG000TRJ294,4941,WATER SUPPLY,1947-12-15,6400,stocks,"American Water Works is the largest investor-owned U.S. water and wastewater utility, serving approximately 3.5 million customers in 16 states. It provides water and wastewater services to residential, commercial, and industrial customers and operates predominantly in regulated markets. The company's only nonregulated business is water services for military bases, which operates under long-term contracts.",True,"{'address1': '1 WATER STREET', 'city': 'CAMDEN', 'state': 'NJ', 'postal_code': '08102-1658'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtd2F0ZXIuY29t/images/2022-11-01_logo.svg'},usd,https://www.amwater.com,us,27801481934.600002,856-955-4001,100,BBG001SPHYW3,CS,
AMP,AMP,"Ameriprise Financial, Inc.",106420000,106417199,XNYS,0000820027,BBG000G3QLY3,6282,INVESTMENT ADVICE,2005-09-15,12000,stocks,"Spun off from American Express in 2005, Ameriprise Financial has emerged as a major player in the U.S. market for asset and wealth management, with around $1.2 trillion in total assets under management and advisement at the end of the second quarter of 2022. Ameriprise has one of the largest branded advisor networks in the industry, and about 80% of the company's revenue comes from its asset and wealth management segments. Ameriprise has reduced its exposure to insurance with the sale of its auto and home insurance business in 2019 and discontinuing the sale of its proprietary fixed annuities in 2020. Around 90% of the company's pretax earnings are from the United States.",True,"{'address1': '1099 AMERIPRISE FINANCIAL CENTER', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55474'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpcHJpc2UuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpcHJpc2UuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.ameriprise.com,us,35374141119.590004,612-671-8001,100,BBG001SK6096,CS,
ABC,ABC,AmerisourceBergen Corp.,207260000,202441416,XNYS,0001140859,BBG000MDCQC2,5122,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",1995-04-04,44000,stocks,"AmerisourceBergen is a leading pharmaceutical wholesaler engaged in the sourcing and distribution of branded, generic, and specialty pharmaceutical products to pharmacies (retail chains, independent, and mail-order), hospital networks, and healthcare providers. Along with McKesson and Cardinal Health, the three compose well over 90% of the U.S. pharmaceutical wholesale industry. Through bolt-on acquisitions, the company has expanded into international wholesale in Europe (Alliance Healthcare). AmerisourceBergen provides commercialization services for manufacturers of pharmaceuticals and medical devices, global specialty drug logistics (World Courier), and animal health product distribution (MWI Animal Health).",True,"{'address1': '1 WEST FIRST AVENUE', 'city': 'CONSHOHOCKEN', 'state': 'PA', 'postal_code': '19428'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpc291cmNlYmVyZ2VuLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXJpc291cmNlYmVyZ2VuLmNvbQ/images/2022-11-01_icon.png'}",usd,https://www.amerisourcebergen.com,us,33949425463.199997,(610) 727-7000,100,BBG001S8X7P0,CS,
AME,AME,"Ametek, Inc.",229650000,229654397,XNYS,0001037868,BBG000B9XG87,3823,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",1930-07-01,18500,stocks,"Ametek is a diversified industrial conglomerate with over $6 billion in sales. The firm operates through an electronic instruments group and an electromechanical group. EIG designs and manufactures differentiated and advanced instruments for the process, aerospace, power, and industrial end markets. EMG is a focused, niche supplier of highly engineered automation solutions, thermal management systems, specialty metals, and electrical interconnects, among other products. About half of the firm's sales are made in the United States. The firm's asset-light strategy in place for nearly two decades emphasizes growth through acquisitions, new product development through research and development, driving operational efficiencies, and global and market expansion.",True,"{'address1': '1100 CASSATT ROAD', 'city': 'BERWYN', 'state': 'PA', 'postal_code': '19312'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXRlay5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZXRlay5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.ametek.com,us,32741827380.289997,610-647-2121,100,BBG001S5NN54,CS,
AMGN,AMGN,Amgen Inc,533580000,533579206,XNAS,0000318154,BBG000BBS2Y0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1983-06-17,24200,stocks,"Amgen is a leader in biotechnology-based human therapeutics, with historical expertise in renal disease and cancer supportive-care products. Flagship drugs include red blood cell boosters Epogen and Aranesp, immune system boosters Neupogen and Neulasta, and Enbrel and Otezla for inflammatory diseases. Amgen introduced its first cancer therapeutic, Vectibix, in 2006 and markets bone-strengthening drug Prolia/Xgeva (approved 2010) and Evenity (2019). The acquisition of Onyx bolstered the firm's therapeutic oncology portfolio with Kyprolis. Recent launches include Repatha (cholesterol-lowering), Aimovig (migraine), Lumakras (lung cancer), and Tezspire (asthma). Amgen's biosimilar portfolio includes Mvasi (biosimilar Avastin), Kanjinti (biosimilar Herceptin), and Amgevita (biosimilar Humira).",True,"{'address1': 'ONE AMGEN CENTER DRIVE', 'city': 'THOUSAND OAKS', 'state': 'CA', 'postal_code': '91320'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZ2VuLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFtZ2VuLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.amgen.com,us,151397763910.44,(805)447-1000,100,BBG001S5NNL6,CS,
